id x y
98435072	-77.422000	37.301560
25275051	-77.618480	37.645410
120193028	-77.392710	36.995940
120193029	-77.392480	36.996120
25296903	-77.487770	37.704980
98435080	-77.419720	37.296530
98435081	-77.418450	37.296950
98435082	-77.417250	37.297090
98435083	-77.420650	37.298560
98435084	-77.419330	37.298910
98435085	-77.420680	37.301800
25296910	-77.483190	37.704100
98435087	-77.419560	37.302230
98435088	-77.418260	37.302140
98435089	-77.418460	37.302580
98435091	-77.418200	37.299230
98435092	-77.416880	37.299650
98435093	-77.415900	37.299950
98435094	-77.416990	37.302990
98435095	-77.416930	37.302620
236060696	-77.605800	37.664430
25296921	-77.473900	37.663790
196870171	-77.764130	37.721030
236060700	-77.605010	37.664670
236060701	-77.604670	37.664660
98435102	-77.423320	37.304410
1137180703	-77.851670	37.437340
1137180704	-77.851830	37.437390
98435105	-77.423410	37.304960
236060706	-77.603790	37.663950
98391387	-77.626410	37.474820
120193060	-77.396150	37.050230
236060709	-77.606640	37.663760
196870182	-77.759840	37.723860
120193063	-77.396320	37.052680
25296936	-77.471520	37.663690
236060713	-77.605320	37.663600
98435114	-77.421230	37.303620
120193031	-77.391800	36.996230
196870190	-77.757270	37.724020
25296943	-77.468540	37.663110
25296944	-77.469850	37.666780
98435121	-77.420840	37.305970
98435122	-77.424750	37.308080
196870195	-77.761270	37.729270
196870196	-77.762000	37.730630
98435125	-77.424260	37.312230
98435126	-77.423980	37.312470
196870153	-77.762650	37.707070
196870200	-77.762410	37.741410
120193081	-77.391760	37.010920
25296954	-77.470900	37.667630
98435131	-77.419770	37.305450
98435132	-77.418540	37.303500
120193085	-77.391170	37.012570
25143989	-77.421830	37.549850
25296960	-77.469590	37.667940
98435137	-77.418810	37.304310
196870210	-77.761180	37.731740
236060683	-77.609530	37.665190
196870212	-77.757830	37.727490
25296968	-77.469170	37.669460
25296969	-77.469630	37.671460
98435147	-77.419190	37.305990
98435148	-77.418300	37.306590
98435149	-77.419190	37.307370
196870222	-77.744440	37.728120
120193037	-77.393530	37.003720
98435152	-77.417910	37.305220
98435153	-77.417460	37.304490
196870226	-77.745680	37.732110
196870229	-77.757540	37.729620
196870230	-77.756520	37.727320
196870231	-77.756680	37.736200
196870232	-77.745660	37.733660
997326937	-77.726090	37.442580
997326938	-77.726880	37.441870
997326939	-77.729030	37.442990
997326940	-77.727620	37.442370
25296990	-77.464120	37.662910
1103123813	-77.652160	37.551890
98435168	-77.419480	37.311010
98435169	-77.416870	37.308720
25296994	-77.467990	37.666680
98435171	-77.415680	37.309040
968722740	-77.611190	37.504360
25297000	-77.463890	37.661920
98435177	-77.431570	37.315760
98435178	-77.432950	37.318430
1137180779	-78.045290	37.624820
1137180780	-78.060940	37.628150
1137180781	-77.973730	37.608020
1137180782	-77.994980	37.604220
1137180783	-77.991980	37.604060
1137180784	-77.983630	37.605400
1137180785	-78.077950	37.643550
98435186	-77.435140	37.321870
98435187	-77.433930	37.322350
98435188	-77.432500	37.319300
196870261	-77.741000	37.714500
25297015	-77.467770	37.668030
196870264	-77.738690	37.718140
196870265	-77.738290	37.718200
880279674	-77.342640	37.168310
196870267	-77.735500	37.721590
98435196	-77.431070	37.319470
98435197	-77.432760	37.322830
98435198	-77.432000	37.321490
98435199	-77.431160	37.322040
98435200	-77.431520	37.323310
25297025	-77.466330	37.671300
98435202	-77.430700	37.318100
1103123819	-77.651680	37.550870
196870276	-77.731040	37.720090
236060694	-77.606920	37.665230
98435206	-77.431030	37.319730
196870279	-77.736440	37.731870
98435208	-77.430440	37.320800
196870281	-77.734980	37.736390
25297034	-77.465500	37.669640
25297035	-77.465510	37.668250
196870284	-77.742640	37.741090
98435215	-77.430380	37.322240
954442031	-77.820350	37.426320
98435218	-77.430820	37.323190
25297043	-77.461050	37.662870
25297044	-77.460320	37.662470
1095259502	-77.724540	37.409990
196870294	-77.733720	37.735660
98435223	-77.429470	37.321250
98435224	-77.429640	37.321530
25297049	-77.460720	37.666030
98387869	-77.653600	37.439990
1095259503	-77.723190	37.411010
25297053	-77.458830	37.661580
25297054	-77.456530	37.662890
98380657	-77.658670	37.400430
98435232	-77.428850	37.322900
1095259504	-77.724210	37.412160
25297059	-77.461100	37.668440
196870308	-77.730430	37.735780
236060838	-77.232090	37.643790
1103123825	-77.649430	37.553650
98435240	-77.427610	37.323260
25297065	-77.460870	37.671410
98435242	-77.434960	37.324090
98435243	-77.433840	37.324520
98435244	-77.434750	37.325850
1103123826	-77.648520	37.553550
1101126393	-77.455270	37.380970
1094713519	-77.635010	37.535040
1094713520	-77.634670	37.534760
1094713521	-77.634290	37.534460
98435250	-77.433270	37.323570
236060851	-77.228610	37.645400
25283672	-77.542600	37.613740
236060858	-77.227520	37.643820
236060703	-77.603760	37.664530
120193212	-77.392240	37.033210
25144010	-77.425280	37.557070
98435265	-77.435340	37.330350
196870339	-77.716900	37.673780
98435268	-77.430950	37.323550
120193221	-77.392010	37.034540
236060870	-77.215600	37.643600
98435271	-77.430160	37.323940
98435272	-77.429800	37.323540
98435273	-77.429880	37.324730
969903317	-77.420310	37.235460
196826487	-77.544620	37.210200
98435277	-77.429510	37.324480
25144013	-77.424600	37.557960
98435281	-77.430850	37.326300
98435282	-77.428350	37.323780
98435284	-77.427910	37.324220
997327062	-77.732750	37.399500
98435287	-77.426490	37.328500
997327064	-77.733080	37.400130
997327065	-77.735050	37.399620
98389388	-77.640840	37.421290
196870363	-77.716180	37.677150
120193245	-77.388760	37.034580
98435295	-77.428120	37.330080
98435296	-77.427500	37.329950
25297121	-77.464850	37.671090
25297122	-77.463270	37.671990
98391419	-77.623850	37.470360
236060900	-77.204530	37.643870
236060710	-77.606820	37.663260
25275089	-77.612460	37.642130
98435304	-77.424990	37.314820
25297129	-77.462560	37.678520
196870379	-77.709000	37.664260
196870380	-77.708800	37.666510
98435309	-77.423730	37.315380
25297135	-77.461650	37.680250
25297137	-77.461760	37.681830
25297139	-77.460870	37.674130
98435316	-77.424050	37.317120
98435317	-77.422370	37.314960
98435318	-77.421610	37.314310
25297144	-77.459660	37.674200
196825204	-77.484140	37.037170
25121144	-77.514050	37.534530
120193275	-77.389000	37.038410
25297148	-77.461160	37.676290
98435325	-77.422950	37.320480
98435326	-77.422430	37.322390
196870399	-77.718320	37.688170
303949566	-77.282200	37.299630
98435330	-77.419990	37.316750
98435331	-77.419260	37.316110
120193284	-77.388400	37.039890
120193285	-77.388710	37.038270
25297158	-77.457610	37.673440
221992321	-77.648800	37.367740
98435336	-77.418200	37.318150
25144023	-77.422880	37.558260
120193292	-77.386940	37.041190
236060941	-77.198700	37.643520
98435343	-77.420400	37.322040
25144024	-77.422560	37.558090
120193298	-77.387620	37.043320
25296942	-77.471230	37.666260
25297175	-77.461440	37.678360
98435352	-77.418930	37.323010
196870425	-77.722930	37.694580
196870426	-77.719920	37.695000
98435355	-77.417000	37.319100
98435358	-77.425510	37.327200
222001334	-77.429840	37.438260
98435360	-77.424740	37.327040
