100206696	98421237	98421029	31080.0	0
100206696	98421029	995999932	57600.0	0
100206696	995999932	98421237	60300.0	0
100206697	98421237	25129230	30020.0	0
100206697	25129230	98421237	42765.0	0
100206697	98421237	98420728	48414.0	0
100206697	98420728	1118952070	54000.0	0
100206697	1118952070	98421237	55860.0	0
100206697	98421237	98421029	61020.0	0
100206697	98421029	98421237	77420.0	0
100206699	1095031643	25129212	21300.0	0
100206699	25129212	25127801	38605.0	0
100206699	25127801	25127862	42272.0	0
100206699	25127862	98413757	58200.0	0
100206699	98413757	1095031643	59400.0	0
100206699	1095031643	25127862	60720.0	0
100206699	25127862	1095031643	64320.0	0
100206700	98420678	98418993	48600.0	0
100206700	98418993	98420678	54600.0	0
100206700	98420678	25279377	60300.0	0
100206700	25279377	98420678	66000.0	0
100206701	98420678	25290711	26100.0	0
100206701	25290711	98420678	71100.0	0
100206702	98420678	25113743	37324.0	0
100206702	25113743	98420678	44058.0	0
100206703	98420678	1095094551	27600.0	0
100206703	1095094551	25128583	31500.0	0
100206703	25128583	1125151271	38700.0	0
100206703	1125151271	98420678	45000.0	0
100206704	98420596	25128527	42300.0	0
100206704	25128527	98420596	43620.0	0
100206705	98420596	25124799	25500.0	0
100206705	25124799	98420596	60310.0	0
100206705	98420596	968696644	64800.0	0
100206705	968696644	98420596	69900.0	0
100206706	98420596	837004066	66600.0	0
100206706	837004066	98420596	75600.0	0
100206707	98420183	25125771	19800.0	0
100206707	25125771	25290022	55200.0	0
100206707	25290022	98420183	60600.0	0
100206708	98420183	837372063	27851.0	0
100206708	837372063	25128025	29700.0	0
100206708	25128025	826994332	46800.0	0
100206708	826994332	98420183	47880.0	0
100206708	98420183	1095107164	60660.0	0
100206708	1095107164	98420183	61500.0	0
100206709	98421224	1039616935	42300.0	0
100206709	1039616935	25129231	49991.0	0
100206709	25129231	98413740	51252.0	0
100206709	98413740	98421224	79200.0	0
100206711	98419998	25288893	47700.0	0
100206711	25288893	25290821	67188.0	0
100206711	25290821	848561009	69538.0	0
100206711	848561009	98419998	75600.0	0
100206713	98419998	968696546	16800.0	0
100206713	968696546	98419998	52200.0	0
100206714	98419998	98416490	30600.0	0
100206714	98416490	98419998	36000.0	0
100206714	98419998	98421029	40500.0	0
100206714	98421029	98419998	72000.0	0
100206715	98419998	98419638	30900.0	0
100206715	98419638	98419998	54000.0	0
100206716	98419998	25116696	43200.0	0
100206716	25116696	98419998	54000.0	0
100206717	98419998	25129241	23400.0	0
100206717	25129241	98419998	55800.0	0
100206718	98419958	826485103	27000.0	0
100206718	826485103	98419958	50400.0	0
100206718	98419958	25289628	64800.0	0
100206718	25289628	98419958	68760.0	0
100206719	98419958	98417053	24000.0	0
100206719	98417053	98419958	63900.0	0
100206719	98419958	98417712	67200.0	0
100206719	98417712	98419958	70200.0	0
100206720	98419958	25112832	31500.0	0
100206720	25112832	98419958	56100.0	0
100206721	98420352	855079371	28200.0	0
100206721	855079371	25293275	30600.0	0
100206721	25293275	98420352	31500.0	0
100206721	98420352	968696570	33900.0	0
100206721	968696570	98420352	50400.0	0
100206721	98420352	98419651	61620.0	0
100206721	98419651	98420352	65520.0	0
100206722	98420212	25126737	30000.0	0
100206722	25126737	25125240	43924.0	0
100206722	25125240	98405277	44913.0	0
100206722	98405277	98420212	60300.0	0
100206723	98420212	25124444	28800.0	0
100206723	25124444	98420212	64800.0	0
100206724	98420212	1094720367	56700.0	0
100206724	1094720367	98420212	58200.0	0
100206725	98420601	25129056	29640.0	0
100206725	25129056	98420601	45840.0	0
100206726	98420664	878524886	40080.0	0
100206726	878524886	98420664	42780.0	0
100206727	98420664	855079371	30600.0	0
100206727	855079371	98420664	35400.0	0
100206727	98420664	25129231	54000.0	0
100206727	25129231	98420664	57000.0	0
100206729	98420664	25128472	28869.0	0
100206729	25128472	98420664	47629.0	0
100206729	98420664	25115809	50400.0	0
100206729	25115809	98420664	57600.0	0
100206729	98420664	25143347	62903.0	0
100206729	25143347	98420664	73815.0	0
100206730	98420229	1136609408	47562.0	0
100206730	1136609408	98420229	52913.0	0
100206730	98420229	98391211	64227.0	0
100206730	98391211	98420229	66820.0	0
100206730	98420229	98418973	70560.0	0
100206730	98418973	98420229	78000.0	0
100206731	98420229	98395968	25200.0	0
100206731	98395968	98417753	54000.0	0
100206731	98417753	98420229	57900.0	0
100206731	98420229	968149434	73800.0	0
100206731	968149434	98420229	84180.0	0
100206732	98420601	19461222	27000.0	0
100206732	19461222	98420601	66900.0	0
100206735	98420392	1039616935	28200.0	0
100206735	1039616935	1094837452	46200.0	0
100206735	1094837452	25128025	47700.0	0
100206735	25128025	98420392	55800.0	0
100206735	98420392	25113691	62100.0	0
100206735	25113691	98420392	67011.0	0
100206736	98420392	25129056	27000.0	0
100206736	25129056	98420392	28500.0	0
100206736	98420392	968696623	51600.0	0
100206736	968696623	98420392	55800.0	0
100206737	98420392	25279377	42540.0	0
100206737	25279377	25289071	43260.0	0
100206737	25289071	98395969	44100.0	0
100206737	98395969	1039982431	45000.0	0
100206737	1039982431	98420392	46020.0	0
100206737	98420392	25128116	55440.0	0
100206737	25128116	98420392	60000.0	0
100206738	98420392	968696570	38400.0	0
100206738	968696570	855079370	44400.0	0
100206738	855079370	98420392	48600.0	0
